Address,Town,DOR_Code,Total_Area,Year_Built,Remodel_Year,Quality,Condition,Architecture,Bedrooms,Bathrooms,Total_Rooms,Foundation,Garage_Stalls,Land_Value,Improvements_Value,Permanent_Crop_Value,Total_Value,Total_Acres,Data_Link,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,1550,990,0,2540,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910880&parcelNumber=106450022240002&typeID=1,,,
201 CHERRY CREEK RD,ST JOHN,18 - Residential - All other,None,None,None,None,None,None,None,None,None,None,None,587,1955,0,2542,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921807&parcelNumber=135900052160000&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,2000,550,0,2550,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909677&parcelNumber=104200005120002&typeID=1,,,
101 E MCCOY STREET,OAKESDALE,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,2000,550,0,2550,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910871&parcelNumber=106450022120000&typeID=1,,,
600 EAST ALDER,PALOUSE,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,2500,110,0,2610,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911635&parcelNumber=107850021060000&typeID=1,,,
#8,,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,100,2530,0,2630,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922166&parcelNumber=141500006000002&typeID=1,,,
32 CENTER ST,COLFAX,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,1277,1380,0,2657,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921407&parcelNumber=130450000020003&typeID=1,,,
,,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,480,2200,0,2680,4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=945206&parcelNumber=200004019282169&typeID=1,,,
,,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,996,1716,0,2712,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912850&parcelNumber=108550009140000&typeID=1,,,
PO BOX 164,FARMINGTON,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2300,460,0,2760,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909367&parcelNumber=103450032040000&typeID=1,,,
901 SPOKANE ST,LAMONT,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2300,460,0,2760,0.1767,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910359&parcelNumber=105550010160000&typeID=1,,,
,,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,1800,990,0,2790,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=924500&parcelNumber=200004015112890&typeID=1,,,
610 SPOKANE ST,LAMONT,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2300,506,0,2806,0.066,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910343&parcelNumber=105550007170000&typeID=1,,,
610 SPOKANE ST,LAMONT,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2300,506,0,2806,0.0792,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910344&parcelNumber=105550007180000&typeID=1,,,
752 S ENDICOTT RD,ENDICOTT,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,1600,1210,0,2810,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942361&parcelNumber=832604117310015&typeID=1,,,
C/O JOHN JAMISON,FAIRFIELD,72 - Recreational - Public assembly,None,None,None,None,None,None,None,None,None,None,None,1150,1725,0,2875,0.0264,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910814&parcelNumber=106450012230001&typeID=1,,,
C/O JOHN JAMISON,FAIRFIELD,72 - Recreational - Public assembly,None,None,None,None,None,None,None,None,None,None,None,1150,1725,0,2875,0.0264,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910816&parcelNumber=106450012240001&typeID=1,,,
KEVIN CORBIN TRUSTEE,RATHDRUM,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,587,2300,0,2887,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921759&parcelNumber=135900025090000&typeID=1,,,
S 5 PARK ST,ST JOHN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2070,828,0,2898,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928972&parcelNumber=200004219261907&typeID=1,,,
152 HITCHINGS RD,THORNTON,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,587,2404,0,2991,0.0608,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921669&parcelNumber=135050004090000&typeID=1,,,
341 S BROADWAY,TEKOA,53 - Trade - General Meechandise,None,None,None,None,None,None,None,None,None,None,None,2300,759,0,3059,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919504&parcelNumber=117150006010000&typeID=1,,,
,,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,160,2904,0,3064,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929413&parcelNumber=200004313034901&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,1200,1870,0,3070,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940590&parcelNumber=802550000000037&typeID=1,,,
13621 FARMINGTON RD,FARMINGTON,11 - Residential - Single Family,784,1900,,1.0 - Low,1.5 - Low/Fair,&nbsp;,3,1,,&nbsp;,,2300,805,0,3105,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909291&parcelNumber=103400053090000&typeID=1,,,
3666 ROCHE HARBOR RD,FRIDAY HARBOR,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,2300,886,0,3186,0.0803,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910335&parcelNumber=105550007090000&typeID=1,,,
6702 FAIRBANKS RD,ROSALIA,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,120,3080,0,3200,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=931803&parcelNumber=200004320113902&typeID=1,,,
,,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,1955,1265,0,3220,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919014&parcelNumber=116500003060000&typeID=1,,,
113 S BROADWAY ST,TEKOA,11 - Residential - Single Family,900,1900,,1.0 - Low,1.5 - Low/Fair,&nbsp;,2,1,,&nbsp;,,2300,920,0,3220,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909236&parcelNumber=103300022040000&typeID=1,,,
%JEANNINE LARKIN,HAY,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,40,3190,0,3230,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922194&parcelNumber=141600000000040&typeID=1,,,
6161 RACEL ST,LAS VEGAS,11 - Residential - Single Family,720,1946,,1.0 - Low,1.5 - Low/Fair,&nbsp;,1,0,,&nbsp;,,587,2645,0,3232,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922174&parcelNumber=141550000000019&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,1100,2200,0,3300,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910305&parcelNumber=105400000000238&typeID=1,,,
C/O DAVID JACOBS,UNIONTOWN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2381,920,0,3301,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920285&parcelNumber=118200009070000&typeID=1,,,
,,99 - Undeveloped - Other,1173,1954,,2.0 - Fair,2.0 - Fair,&nbsp;,4,1,,&nbsp;,,40,3300,0,3340,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920993&parcelNumber=127650011100000&typeID=1,,,
PO BOX 65,FARMINGTON,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,1000,2420,0,3420,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909152&parcelNumber=103300004050000&typeID=1,,,
,LAMONT,72 - Recreational - Public assembly,None,None,None,None,None,None,None,None,None,None,None,2000,1430,0,3430,0.1767,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910422&parcelNumber=105550024010000&typeID=1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917470&parcelNumber=113880000170000&typeID=1,,
120 W 7TH ST,ROSALIA,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2082,1380,0,3462,0.0545,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910811&parcelNumber=106450012210002&typeID=1,,,
121102 SR 26,LACROSSE,81 - Resource - Agriculture,None,None,None,None,None,None,None,None,None,None,None,1600,1870,0,3470,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=925961&parcelNumber=200004115091900&typeID=1,,,
PO BOX 927,TEKOA,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,1500,1980,0,3480,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919520&parcelNumber=117150007080000&typeID=1,,,
25813 HUDSON CT,LOMA LINDA,11 - Residential - Single Family,1322,1901,,2.0 - Fair,2.0 - Fair,&nbsp;,4,1,,&nbsp;,,46,3450,0,3496,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921083&parcelNumber=127700007080000&typeID=1,,,
3207 E ST JAMES AVE,HAYDEN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,587,3036,0,3623,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921737&parcelNumber=135900016000000&typeID=1,,,
341 S BROADWAY,TEKOA,53 - Trade - General Meechandise,None,None,None,None,None,None,None,None,None,None,None,2300,1380,0,3680,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919505&parcelNumber=117150006020000&typeID=1,,,
PO BOX 414,COLFAX,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,1725,2070,0,3795,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940457&parcelNumber=802050000000142&typeID=1,,,
1984 S STATE ST,DOVER,11 - Residential - Single Family,936,1910,,1.0 - Low,1.5 - Low/Fair,&nbsp;,2,1,,&nbsp;,,2300,1495,0,3795,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909255&parcelNumber=103300039010000&typeID=1,,,
PO BOX 1086,TEKOA,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,1725,2070,0,3795,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919521&parcelNumber=117150007090000&typeID=1,,,
208 S MAIN ST,ST  JOHN,11 - Residential - Single Family,1264,1900,,2.0 - Fair,2.0 - Fair,&nbsp;,2,1,,&nbsp;,,2588,1265,0,3853,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919052&parcelNumber=116500005090000&typeID=1,,,
PO BOX 358,LACROSSE,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2830,1035,0,3865,0.0606,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910215&parcelNumber=105350001230000&typeID=1,,,
3261 ELEBERTON RD,GARFIELD,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,600,3300,0,3900,5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933534&parcelNumber=200004417011390&typeID=1,,,
101 E MCCOY STREET,OAKESDALE,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,2000,1980,0,3980,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910867&parcelNumber=106450022050000&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,40,3960,0,4000,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921011&parcelNumber=127650016010000&typeID=1,,,
83 ORAL SMITH ROAD,GARFIELD,11 - Residential - Single Family,916,1890,,2.0 - Fair,2.0 - Fair,Conventional,3,1,,Post &amp; Pier,,92,3910,0,4002,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920977&parcelNumber=127650006020000&typeID=1,,,
PO BOX 11,OAKESDALE,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,3450,690,0,4140,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910949&parcelNumber=106700003020000&typeID=1,,,
N W 115 STATE ST,PULLMAN,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,204,3960,0,4164,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913412&parcelNumber=109250003020000&typeID=1,,,
,,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,1488,2750,0,4238,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915037&parcelNumber=111350076020003&typeID=1,,,
119 E 7TH STREET,ROSALIA,18 - Residential - All other,None,None,None,None,None,None,None,None,None,None,None,2300,1955,0,4255,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918700&parcelNumber=115750017060002&typeID=1,,,
,,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,2500,1760,0,4260,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909945&parcelNumber=104950006110000&typeID=1,,,
1317 W 11T AVE,SPOKANE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,480,3784,0,4264,4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928152&parcelNumber=200004216348690&typeID=1,,,
PO BOX 387,OAKESDALE,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,3019,1265,0,4284,0.0803,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910848&parcelNumber=106450021170000&typeID=1,,,
NEIL COOK CREDIT SHELTER TEST TRUST,SPOKANE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,3912,440,0,4352,5.72,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929366&parcelNumber=200004220333904&typeID=1,,,
PO BOX 20,UNIONTOWN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,4025,345,0,4370,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920350&parcelNumber=118259905150001&typeID=1,,,
PO BOX 65,FARMINGTON,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,2000,2420,0,4420,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909153&parcelNumber=103300004060000&typeID=1,,,
,,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,120,4325,0,4445,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921841&parcelNumber=135950007000001&typeID=1,,,
,,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,2280,2167,0,4447,44,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=932064&parcelNumber=200004412254901&typeID=1,,,
PO BOX 166,SPANGLE,18 - Residential - All other,None,None,None,None,None,None,None,None,None,None,None,3450,1150,0,4600,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918624&parcelNumber=115750014030000&typeID=1,,,
13051 WAWAWAI RD,COLTON,11 - Residential - Single Family,936,1965,,1.0 - Low,1.0 - Low,Conventional,2,1,,Concrete,,1150,3466,0,4616,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929406&parcelNumber=200004313024590&typeID=1,,,
PO BOX 927,TEKOA,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,1000,3630,0,4630,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941936&parcelNumber=818050000000164&typeID=1,,,
115 S TRUAX,TEKOA,11 - Residential - Single Family,676,1920,,1.0 - Low,1.5 - Low/Fair,&nbsp;,2,1,,&nbsp;,,3450,1265,0,4715,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920213&parcelNumber=117900003030000&typeID=1,,,
PO BOX 927,TEKOA,67 - Services - Governmental,None,None,None,None,None,None,None,None,None,None,None,1000,3740,0,4740,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919560&parcelNumber=117150012070001&typeID=1,,,
P O BOX 6,ROSALIA,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,1426,3335,0,4761,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918594&parcelNumber=115750012020002&typeID=1,,,
PO BOX 188,GARFIELD,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,4600,173,0,4773,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909393&parcelNumber=103850003020000&typeID=1,,,
PO BOX 153,FARMINGTON,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2070,2760,0,4830,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922032&parcelNumber=138450014000002&typeID=1,,,
606 W STEPTOE,OAKESDALE,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,3450,1380,0,4830,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=910954&parcelNumber=106700004020000&typeID=1,,,
,,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,1488,3410,0,4898,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912813&parcelNumber=108550007060000&typeID=1,,,
PO BOX 1336,SPOKANE,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,2070,2875,0,4945,1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928995&parcelNumber=200004219266906&typeID=1,,,
190 SE CRESTVIEW ST,PULLMAN,99 - Undeveloped - Other,1183,1896,,2.0 - Fair,2.0 - Fair,&nbsp;,3,1,,&nbsp;,,1116,3850,0,4966,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917504&parcelNumber=114000002080000&typeID=1,,,
PO BOX 539,ST JOHN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,4140,873,0,5013,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928541&parcelNumber=200004218062906&typeID=1,,,
1552 KIRKENDAHL RD,PULLMAN,82 - Resource - Agriculture Activities,None,None,None,None,None,None,None,None,None,None,None,2500,2530,0,5030,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936079&parcelNumber=200004514194902&typeID=1,,,
1010 WOLF RD,MOSCOW,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,4761,345,0,5106,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920544&parcelNumber=118400005030000&typeID=1,,,
600 EAST ALDER,PALOUSE,68 - Services - Educational,None,None,None,None,None,None,None,None,None,None,None,5000,110,0,5110,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911637&parcelNumber=107850021080000&typeID=1,,,
KEVIN CORBIN TRUSTEE,RATHDRUM,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,3596,1518,0,5114,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921769&parcelNumber=135900028080002&typeID=1,,,
KEVIN CORBIN TRUSTEE,RATHDRUM,39 - Commercial - Misc Commercial,None,None,None,None,None,None,None,None,None,None,None,3596,1518,0,5114,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=921767&parcelNumber=135900028070002&typeID=1,,,
